Chapter,Verse Number,Verse,Translation
5,104,स तत्र गत्वा यत्रास्ते शैलोद्देशेऽतिशोभने । तां च देवीं ततः प्राह श्लक्ष्णं मधुरया गिरा॥,"Sugrīva went there to the resplendent, craggy place where the Devī dwelt and spoke honeyed words to Her in unctuous tones."
5,105,दूत उवाच॥,The messenger said:
5,106,देवि दैत्येश्वरः शुम्भस्त्रैलोक्ये परमेश्वरः । दूतोऽहं प्रेषितस्तेन त्वत्सकाशमिहागतः॥,"‘O Devī, in the three worlds Śumbha, the lord of daityas, is the supreme sovereign. I am his messenger. I have come here to your presence, sent by him"
5,107,अव्याहताज्ञः सर्वासु यः सदा देवयोनिषु । निर्जिताखिलदैत्यारिः स यदाह शृणुष्व तत्॥,Who has conquered all the enemies of the daityas and whose command is never resisted in the dwellings of the gods. Hear what he says:
5,108,मम त्रैलोक्यमखिलं मम देवा वशानुगाः । यज्ञभागानहं सर्वानुपाश्नामि पृथक् पृथक्॥,"“All the three worlds are mine, and the gods submit to my will. I enjoy each one’s share of the sacrifices, every one of them."
5,109,त्रैलोक्ये वररत्नानि मम वश्यान्यशेषतः । तथैव गजरत्नं च हृतं देवेन्द्रवाहनम्॥,"Indeed I possess all the finest gems in the three worlds, and I have taken Airāvata, the jewel among elephants and Indra’s mount."
5,110,क्षीरोदमथनोद्भूतमश्वरत्नं ममामरैः । उच्चैःश्रवससंज्ञं तत्प्रणिपत्य समर्पितम्॥,"The immortal gods, bowed down in reverence, offered me Uccaihśravas, the jewel among horses, born from the churning of the milk ocean."
5,111,यानि चान्यानि देवेषु गन्धर्वेषूरगेषु च । रत्नभूतानि भूतानि तानि मय्येव शोभने॥,"And whatever else is precious among the gods and celestial beings, all that is mine, O fair one."
5,112,स्त्रीरत्नभूतां त्वां देवि लोके मन्यामहे वयम् । सा त्वमस्मानुपागच्छ यतो रत्नभुजो वयम्॥,"We think of you, O Goddess, as the jewel among Women in the world, which indeed You are. Come to us, for we take pleasure in all the finest things."
5,113,मां वा ममानुजं वापि निशुम्भमुरुविक्रमम् । भज त्वं चञ्चलापाङ्गि रत्नभूतासि वै यतः॥,"Choose either me or my valiant younger brother, Niśumbha, for with Your flashing eyes You are truly a jewel."
5,114,परमैश्वर्यमतुलं प्राप्स्यसे मत्परिग्रहात् । एतद्बुद्ध्या समालोच्य मत्परिग्रहतां व्रज॥,"By taking me you will obtain dominion beyond compare. With reasoning mind, consider this well and become my wife.’””"
5,115,ऋषिरुवाच॥,The seer said:
5,116,इत्युक्ता सा तदा देवी गम्भीरान्तःस्मिता जगौ । दुर्गा भगवती भद्रा ययेदं धार्यते जगत्॥,"“Thus addressed, the Devī smiled inscrutably. The blessed, auspicious Durgā, Who supports the universe, spoke."
5,117,देव्युवाच॥,The Devī said:
5,118,सत्यमुक्तं त्वया नात्र मिथ्या किञ्चित्त्वयोदितम् । त्रैलोक्याधिपतिः शुम्भो निशुम्भश्चापि तादृशः॥,"‘You have spoken the truth; there is nothing false in what you have said. Śumbha is the ruler of the three worlds, and so also is Niśumbha."
5,119,किं त्वत्र यत्प्रतिज्ञातं मिथ्या तत्क्रियते कथम् । श्रूयतामल्पबुद्धित्वात्प्रतिज्ञा या कृता पुरा॥,But how can I go back on My word? Hear of the vow I once made out of foolishness:
5,120,यो मां जयति सङ्ग्रामे यो मे दर्पं व्यपोहति । यो मे प्रतिबलो लोके स मे भर्ता भविष्यति॥,"He alone Who conquers Me in battle, Who removes My pride, Who equals My strength in the world, will become My husband."
5,121,तदागच्छतु शुम्भोऽत्र निशुम्भो वा महाबलः । मां जित्वा किं चिरेणात्र पाणिं गृह्णातु मे लघु॥,"Therefore let Śumbha or the great asura Niśumbha come here. Why delay? Having conquered Me, let him take my hand in marriage.’"
5,122,दूत उवाच॥,The messenger said:
5,123,अवलिप्तासि मैवं त्वं देवि ब्रूहि ममाग्रतः । त्रैलोक्ये कः पुमांस्तिष्ठेदग्रे शुम्भनिशुम्भयोः॥,"‘You are arrogant, O Devī. Speak not so in my presence. What man in the three worlds surpasses Śumbha and Niśumbha?"
5,124,अन्येषामपि दैत्यानां सर्वे देवा न वै युधि । तिष्ठन्ति सम्मुखे देवि किं पुनः स्त्री त्वमेकिका॥,"Even against the other daityas, all the gods cannot stand face to face in battle, O Devī. How then can You, Who are one Woman alone?"
5,125,इन्द्राद्याः सकला देवास्तस्थुर्येषां न संयुगे । शुम्भादीनां कथं तेषां स्त्री प्रयास्यसि सम्मुखम्॥,"Indra and all the other gods could not resist Śumbha and the other demons in battle. How will You, a woman, go forth and confront them?"
5,126,सा त्वं गच्छ मयैवोक्ता पार्श्वं शुम्भनिशुम्भयोः । केशाकर्षणनिर्धूतगौरवा मा गमिष्यसि॥,"As I have said, go to Śumbha and Niśumbha’s side. Suffer not the indignity of being dragged there by your hair.’"
5,127,देव्युवाच॥,The Devī said:
5,128,एवमेतद् बली शुम्भो निशुम्भश्चापितादृशः । किं करोमि प्रतिज्ञा मे यदनालोचिता पुरा॥,"‘So must it be. Śumbha is mighty and Niśumbha is exceedingly heroic, but what can I do? My rash vow was made long ago."
5,129,स त्वं गच्छ मयोक्तं ते यदेतत्सर्वमादृतः । तदाचक्ष्वासुरेन्द्राय स च युक्तं करोतु यत्॥,Go back and tell the chief of asuras exactly what I have said. And let him do what is fitting.’”
6,1,ॐ ऋषिरुवाच॥,The seer said:
6,2,इत्याकर्ण्य वचो देव्याः स दूतोऽमर्षपूरितः । समाचष्ट समागम्य दैत्यराजाय विस्तरात्॥,"“On hearing the Devī’s words, the messenger was filled with indignation. He returned to the king of the daityas and related everything in great detail."
6,3,तस्य दूतस्य तद्वाक्यमाकर्ण्यासुरराट् ततः । सक्रोधः प्राह दैत्यानामधिपं धूम्रलोचनम्॥,"On hearing his messenger’s report, the asura king grew enraged and said to Dhūmralocana, the chieftain of the daityas:"
6,4,हे धूम्रलोचनाशु त्वं स्वसैन्यपरिवारितः । तामानय बलाद्दुष्टां केशाकर्षणविह्वलाम्॥,"‘Dhūmralocana, hasten with your army and bring that vile woman here by force, dragging her by the hair, kicking and screaming."
6,5,तत्परित्राणदः कश्चिद्यदि वोत्तिष्ठतेऽपरः । स हन्तव्योऽमरो वापि यक्षो गन्धर्व एव वा॥,"If anyone rises up to save her, even a god or other celestial being, he is to be slain.’”"
6,6,ऋषिरुवाच॥,The seer said:
6,7,तेनाज्ञप्तस्ततः शीघ्रं स दैत्यो धूम्रलोचनः । वृतः षष्ट्या सहस्राणामसुराणां द्रुतं ययौ॥,"“Commanded thus by Śumbha, the daitya Dhūmralocana quickly set off, accompanied by sixty thousand asuras."
6,8,स दृष्ट्वा तां ततो देवीं तुहिनाचलसंस्थिताम् । जगादोच्चैः प्रयाहीति मूलं शुम्भनिशुम्भयोः॥,"And when he saw the Devī stationed on the snowy mountain, he thundered, ‘Come to the presence of Śumbha and Niśumbha."
6,9,न चेत्प्रीत्याद्य भवती मद्भर्तारमुपैष्यति । ततो बलान्नयाम्येष केशाकर्षणविह्वलाम्॥,"And if Her highness will not come in gladness to my master now, then I will take Her by force, dragging Her by the hair, kicking and screaming.’"
6,10,देव्युवाच॥,The Devī said:
6,11,दैत्येश्वरेण प्रहितो बलवान्बलसंवृतः । बलान्नयसि मामेवं ततः किं ते करोम्यहम्॥,"‘You who are sent by the lord of the daityas are mighty yourself and accompanied by your army. If you take me by force, what can I do to you?’”"
6,12,ऋषिरुवाच॥,The seer said:
6,13,इत्युक्तः सोऽभ्यधावत्तामसुरो धूम्रलोचनः । हुङ्कारेणैव तं भस्म सा चकाराम्बिका तदा॥,"“Thus addressed, the asura Dhūmralocana rushed at Her. Thereupon, with a contemptuous outcry, Ambikā reduced him to ashes."
6,14,अथ क्रुद्धं महासैन्यमसुराणां तथाम्बिका । ववर्ष सायकैस्तीक्ष्णैस्तथा शक्तिपरश्वधैः॥,"The great army of asuras, now provoked, rained sharp arrows, spears, and axes upon Ambikā."
6,15,ततो धुतसटः कोपात्कृत्वा नादं सुभैरवम् । पपातासुरसेनायां सिंहो देव्याः स्ववाहनः॥,"Then the lion, the Devī’s mount, angrily shook its mane. Emitting a terrifying roar, it fell upon the demon army."
6,16,कांश्चित्करप्रहारेण दैत्यानास्येन चापरान् । आक्रान्त्या चाधरेणान्यान् जघान स महासुरान्॥,"With blows of its paws, it slew some daityas and crushed others in its jaws. And it trampled other great asuras under its hind legs."
6,17,केषाञ्चित्पाटयामास नखैः कोष्ठानि केसरी । तथा तलप्रहारेण शिरांसि कृतवान्पृथक्॥,"With its claws, the lion tore into the entrails of some and beheaded others with the stroke of a paw."
6,18,विच्छिन्नबाहुशिरसः कृतास्तेन तथापरे । पपौ च रुधिरं कोष्ठादन्येषां धुतकेसरः॥,"It tore the arms and heads off others still, and tossing its mane, it lapped up the blood from the bellies of others."
6,19,क्षणेन तद्बलं सर्वं क्षयं नीतं महात्मना । तेन केसरिणा देव्या वाहनेनातिकोपिना॥,"In an instant that noble, infuriated lion which bore the Devī wreaked destruction on all that army."
6,20,श्रुत्वा तमसुरं देव्या निहतं धूम्रलोचनम् । बलं च क्षयितं कृत्स्नं देवीकेसरिणा ततः॥,"When he heard that the Devī had slain the asura Dhūmralocana and that Her lion had destroyed his entire army,"
6,21,चुकोप दैत्याधिपतिः शुम्भः प्रस्फुरिताधरः । आज्ञापयामास च तौ चण्डमुण्डौ महासुरौ॥,"Śumbha, the king of daityas, shook with rage. His lower lip quivering, he commanded the two great asuras, Caṇḍa and Muṇḍa:"
6,22,हे चण्ड हे मुण्ड बलैर्बहुभिः परिवारितौ । तत्र गच्छत गत्वा च सा समानीयतां लघु॥,"‘Caṇḍa! Muṇḍa! Go there with immense forces, and bring Her here at once,"
6,23,केशेष्वाकृष्य बद्ध्वा वा यदि वः संशयो युधि । तदाशेषायुधैः सर्वैरसुरैर्विनिहन्यताम्॥,"seizing Her by the hair or tying Her up. But if you hesitate to do this, then let all the asuras with all their weapons strike Her down in battle."
6,24,तस्यां हतायां दुष्टायां सिंहे च विनिपातिते । शीघ्रमागम्यतां बद्ध्वा गृहीत्वा तामथाम्बिकाम्॥,"When that vile Woman has been wounded and Her lion slain, seize Her, bind Her, and bring Her here without delay!”’"
7,1,ॐ ऋषिरुवाच॥,The seer said:
7,2,आज्ञप्तास्ते ततो दैत्याश्चण्डमुण्डपुरोगमाः । चतुरङ्गबलोपेता ययुरभ्युद्यतायुधाः॥,"“Headed by Caṇḍa and Muṇḍa, the daityas’ fourfold army of elephants, charioteers, cavalry, and infantry went forth at Śumbha’s command, brandishing weapons."
7,3,ददृशुस्ते ततो देवीमीषद्धासां व्यवस्थिताम् । सिंहस्योपरि शैलेन्द्रशृङ्गे महति काञ्चने॥,"They saw The Devī Smiling Gently, Seated Upon Her Lion Atop the great, golden peak of the highest mountain."
7,4,ते दृष्ट्वा तां समादातुमुद्यमं चक्रुरुद्यताः । आकृष्टचापासिधरास्तथान्ये तत्समीपगाः॥,"Seeing Her, they contrived to Carry Her Off. While some approached with swords drawn and bows poised in readiness,"
7,5,ततः कोपं चकारोच्चैरम्बिका तानरीन्प्रति । कोपेन चास्या वदनं मषीवर्णमभूत्तदा॥,"Ambikā cried out angrily against those foes, and In Wrath Her Face Turned As Black As Ink."
7,6,भ्रुकुटीकुटिलात्तस्या ललाटफलकाद्द्रुतम् । काली करालवदना विनिष्क्रान्तासिपाशिनी॥,"From Her Scowling Brow, Kālī Sprang Forth, Frightful Of Countenance And Armed With Sword And Noose,"
7,7,विचित्रखट्वाङ्गधरा नरमालाविभूषणा । द्वीपिचर्मपरीधाना शुष्कमांसातिभैरवा॥,"Bearing A Strange Skull-Topped Staff, Adorned With A Garland Of Skulls, And Clad In A Tiger’s Skin. Her Emaciated Flesh Appalling,"
7,8,अतिविस्तारवदना जिह्वाललनभीषणा । निमग्नारक्तनयना नादापूरितदिङ्मुखा॥,"Her Mouth Gaping, Her Lolling Tongue Horrifying, Her Sunken Eyes Glowing red, She Filled the four quarters of the sky With Her Roars."
7,9,सा वेगेनाभिपतिता घातयन्ती महासुरान् । सैन्ये तत्र सुरारीणामभक्षयत तद्बलम्॥,"Swiftly Falling Upon the great asuras in that army, She Slew And Devoured Those hosts of the Gods’ foes."
7,10,पार्ष्णिग्राहाङ्कुशग्राहयोधघण्टासमन्वितान् । समादायैकहस्तेन मुखे चिक्षेप वारणान्॥,"Attacking the rear guard and Seizing the elephants with their drivers, warriors, and bells, She Flung them Into Her Mouth With A Single Hand."
7,11,तथैव योधं तुरगै रथं सारथिना सह । निक्षिप्य वक्त्रे दशनैश्चर्वयन्त्यतिभैरवम्॥,"In like Manner, She Tossed the cavalry with its horses and the charioteers with their chariots Into Her Mouth and Ground them Furiously Between Her Teeth."
7,12,एकं जग्राह केशेषु ग्रीवायामथ चापरम् । पादेनाक्रम्य चैवान्यमुरसान्यमपोथयत्॥,"She Seized one asura by the hair and another by the throat. Crushing another Underfoot, She Slammed yet another Against Her breast."
7,13,तैर्मुक्तानि च शस्त्राणि महास्त्राणि तथासुरैः । मुखेन जग्राह रुषा दशनैर्मथितान्यपि॥,The weapons and great missiles the asuras hurled She Caught In Her Mouth and Ground Angrily Between Her Teeth.
7,14,बलिनां तद्बलं सर्वमसुराणां दुरात्मनाम् । ममर्दाभक्षयच्चान्यानन्यांश्चाताडयत्तदा॥,"All that army of mighty and evil-natured asuras She Ravaged, Devouring some and Beating others Severely."
7,15,असिना निहताः केचित्केचित्खट्वाङ्गताडिताः । जग्मुर्विनाशमसुरा दन्ताग्राभिहतास्तथा॥,She Struck Down some With Her Sword and Battered others with Her Skull-Topped Staff. Other asuras met their destruction Between Her Gnashing Teeth.
7,16,क्षणेन तद्बलं सर्वमसुराणां निपातितम् । दृष्ट्वा चण्डोऽभिदुद्राव तां कालीमतिभीषणाम्॥,"When Caṇḍa saw the entire army of asuras swiftly struck down, he rushed at The Terrifying Kālī."
7,17,शरवर्षैर्महाभीमैर्भीमाक्षीं तां महासुरः । छादयामास चक्रैश्च मुण्डः क्षिप्तैः सहस्रशः॥,"With a formidable deluge of arrows, that great asura engulfed The Glowering Kālī while Muṇḍa hurled discuses at Her by the thousands,"
7,18,तानि चक्राण्यनेकानि विशमानानि तन्मुखम् । बभुर्यथार्कबिम्बानि सुबहूनि घनोदरम्॥,myriad discuses That Entered Her Mouth as so many solar orbs vanishing into the denseness of a cloud.
7,19,ततो जहासातिरुषा भीमं भैरवनादिनी । काली करालवदना दुर्दर्शदशनोज्ज्वला॥,"With A Terrifying Roar, Kālī Laughed In Fury, Her Fearsome Teeth Gleaming Within Her Ghastly Mouth."
7,20,उत्थाय च महासिंहं देवी चण्डमधावत । गृहीत्वा चास्य केशेषु शिरस्तेनासिनाच्छिनत्॥,"Mounting Her Great Lion, The Devī Rushed at Caṇḍa, seized him by the hair, and Severed his head With Her Sword."
7,21,अथ मुण्डोऽभ्यधावत्तां दृष्ट्वा चण्डं निपातितम् । तमप्यपातयद्भूमौ सा खड्गाभिहतं रुषा॥,"Seeing Caṇḍa slain, Muṇḍa attacked Her. She Pushed him to the ground and Struck him In Fury With Her Sword."
7,22,हतशेषं ततः सैन्यं दृष्ट्वा चण्डं निपातितम् । मुण्डं च सुमहावीर्यं दिशो भेजे भयातुरम्॥,"Seeing Caṇḍa and also the most valorous Muṇḍa slain, the remaining army panicked and fled in all directions."
7,23,शिरश्चण्डस्य काली च गृहीत्वा मुण्डमेव च । प्राह प्रचण्डाट्टहासमिश्रमभ्येत्य चण्डिकाम्॥,"And Kālī, Grasping the heads of Caṇḍa and Muṇḍa, Approached Caṇḍikā. Mingling Fierce, Loud Laughter With Her Words, She Said:"
7,24,मया तवात्रोपहृतौ चण्डमुण्डौ महापशू । युद्धयज्ञे स्वयं शुम्भं निशुम्भं च हनिष्यसि॥,‘I Here Present To You Caṇḍa and Muṇḍa As Two Great Offerings in the sacrifice of battle. You Yourself Shall Slay Śumbha and Niśumbha.’”
7,25,ऋषिरुवाच॥,The seer said:
7,26,तावानीतौ ततो दृष्ट्वा चण्डमुण्डौ महासुरौ । उवाच कालीं कल्याणी ललितं चण्डिका वचः॥,"“When She Saw Those two great asuras, Caṇḍa and Muṇḍa, Brought Before Her, The Auspicious Caṇḍikā Spoke These Playful Words To Kālī:"
7,27,यस्माच्चण्डं च मुण्डं च गृहीत्वा त्वमुपागता । चामुण्डेति ततो लोके ख्याता देवी भविष्यसि॥,"‘Because You Have Overpowered Caṇḍa and Muṇḍa And Delivered Them To Me, You, O Devī, Will Henceforth Be Known In The World As Cāmuṇḍā.’”"
8,1,ॐ ऋषिरुवाच॥,The seer said
8,2,चण्डे च निहते दैत्ये मुण्डे च विनिपातिते । बहुलेषु च सैन्येषु क्षयितेष्वसुरेश्वरः॥,"“After Caṇḍa was killed, Muṇḍa slain, and the vast armies annihilated, the lord of asuras"
8,3,ततः कोपपराधीनचेताः शुम्भः प्रतापवान् । उद्योगं सर्वसैन्यानां दैत्यानामादिदेश ह॥,"burned with rage. His reason overcome, Śumbha ordered the marshaling of all the demon hosts:"
8,4,अद्य सर्वबलैर्दैत्याः षडशीतिरुदायुधाः । कम्बूनां चतुरशीतिर्निर्यान्तु स्वबलैर्वृताः॥,"‘Now let the daitya clans with all their troops go forth, the eighty-six Udāyudha and the eighty-four Kambu families, together with their forces."
8,5,कोटिवीर्याणि पञ्चाशदसुराणां कुलानि वै । शतं कुलानि धौम्राणां निर्गच्छन्तु ममाज्ञया॥,Let the fifty Koṭivīrya families and the hundred Dhaumra clans depart at my command
8,6,कालका दौर्हृदा मौर्वाः कालिकेयास्तथासुराः । युद्धाय सज्जा निर्यान्तु आज्ञया त्वरिता मम॥,"So also at my command, let the Kālaka, Daurhṛda, Maurya, and Kālakeya asuras set out in haste, armed for battle.’"
8,7,इत्याज्ञाप्यासुरपतिः शुम्भो भैरवशासनः । निर्जगाम महासैन्यसहस्रैर्बहुभिर्वृतः॥,"Having issued his orders, Śumbha, the despotic lord of asuras, went forth, attended by many thousands of mighty troops."
8,8,आयान्तं चण्डिका दृष्ट्वा तत्सैन्यमतिभीषणम् । ज्यास्वनैः पूरयामास धरणीगगनान्तरम्॥,"Seeing that most formidable army approach, Caṇḍikā filled the space between earth and sky with the resonance of Her bowstring"
8,9,ततः सिंहो महानादमतीव कृतवान्नृप । घण्टास्वनेन तान्नादानम्बिका चोपबृंहयत्॥,"Thereupon her lion emitted a deafening roar, O king, and Ambikā heightened the noise with Her clanging bell."
8,10,धनुर्ज्यासिंहघण्टानां नादापूरितदिङ्मुखा । निनादैर्भीषणैः काली जिग्ये विस्तारितानना॥,"Kālī drowned out the din of bowstring, lion, and bell, filling every direction with terrifying howls from Her gaping mouth."
8,11,तं निनादमुपश्रुत्य दैत्यसैन्यैश्चतुर्दिशम् । देवी सिंहस्तथा काली सरोषैः परिवारिताः॥,"Hearing the tumult, the enraged demon armies closed in on the Devī, her lion, and Kālī from all four sides."
8,12,एतस्मिन्नन्तरे भूप विनाशाय सुरद्विषाम् । भवायामरसिंहानामतिवीर्यबलान्विताः॥,"O king, at that very moment, to insure the well-being of the supreme gods and to annihilate their adversaries, surpassingly brave and powerful"
8,13,ब्रह्मेशगुहविष्णूनां तथेन्द्रस्य च शक्तयः । शरीरेभ्यो विनिष्क्रम्य तद्रूपैश्चण्डिकां ययुः॥,"śaktis, the gods’ embodied powers, sprang forth from the bodies of Brahmā, Śiva, Skanda, Viṣṇu, and Indra, mirroring the form of each. They approached Caṇḍikā."
8,14,यस्य देवस्य यद्रूपं यथा भूषणवाहनम् । तद्वदेव हि तच्छक्तिरसुरान्योद्धुमाययौ॥,"Whatever that god’s form was, whatever his adornments and his mount, in that very form his śakti went forth to combat the asuras."
8,15,हंसयुक्तविमानाग्रे साक्षसूत्रकमण्डलुः । आयाता ब्रह्मणः शक्तिर्ब्रह्माणीत्यभिधीयते॥,"In a celestial chariot drawn by swans, Brahmā’s śakti came forth with prayer beads and waterpot in hand. She is called Brahmāṇī."
8,16,माहेश्वरी वृषारूढा त्रिशूलवरधारिणी । महाहिवलया प्राप्ता चन्द्ररेखाविभूषणा॥,"Māheśvarī arrived astride a bull, holding the finest trident, wearing great serpents for bracelets, and adorned with the crescent moon."
8,17,कौमारी शक्तिहस्ता च मयूरवरवाहना । योद्धुमभ्याययौ दैत्यानम्बिका गुहरूपिणी॥,"Ambikā, having the war god’s form and riding a fine peacock, came forth as Kaumārī with spear in hand to fight against the daityas."
8,18,तथैव वैष्णवी शक्तिर्गरुडोपरि संस्थिता । शङ्खचक्रगदाशार्ङ्गखड्गहस्ताभ्युपाययौ॥,"Likewise the śakti Vaiṣṇavī, mounted on Garuda, approached holding conch, discus, mace, bow, and sword."
8,19,यज्ञवाराहमतुलं रूपं या बिभ्रतो हरेः । शक्तिः साप्याययौ तत्र वाराहीं बिभ्रती तनुम्॥,"The śakti of Hari, who bears the unique form of the sacrificial boar, came forward as Vārāhī in that boarlike aspect."
8,20,नारसिंही नृसिंहस्य बिभ्रती सदृशं वपुः । प्राप्ता तत्र सटाक्षेपक्षिप्तनक्षत्रसंहतिः॥,"Nārasirhhī, resembling Viṣṇu’s embodiment as a man-lion, arrived there, scattering the constellations with the toss of Her mane."
8,21,वज्रहस्ता तथैवैन्द्री गजराजोपरि स्थिता । प्राप्ता सहस्रनयना यथा शक्रस्तथैव सा॥,"Thousand-eyed like Indra, and in like manner with thunderbolt in hand, Aindrī arrived riding on the lord of elephants."
8,22,ततः परिवृतस्ताभिरीशानो देवशक्तिभिः । हन्यन्तामसुराः शीघ्रं मम प्रीत्याह चण्डिकाम्॥,"Then Śiva, surrounded by those śaktis of the gods, said to Caṇḍikā, ‘Let the asuras quickly be slain for My satisfaction.’"
8,23,ततो देवीशरीरात्तु विनिष्क्रान्तातिभीषणा । चण्डिका शक्तिरत्युग्रा शिवाशतनिनादिनी॥,"Thereupon from the Devī’s body there issued forth Caṇḍikā’s Own terrifying śakti, savage in her fury and howling like a hundred jackals."
8,24,सा चाह धूम्रजटिलमीशानमपराजिता । दूत त्वं गच्छ भगवन् पार्श्वं शुम्भनिशुम्भयोः॥,"And She, the unvanquished one, said to Śiva of dark, matted locks, ‘Go, My lord, as My messenger to Śumbha and Niśumbha."
8,25,ब्रूहि शुम्भं निशुम्भं च दानवावतिगर्वितौ । ये चान्ये दानवास्तत्र युद्धाय समुपस्थिताः॥,"Say to those two arrogant dānavas, Śumbha and Niśumbha, and to the other dānavas assembled there for battle:"
8,26,त्रैलोक्यमिन्द्रो लभतां देवाः सन्तु हविर्भुजः । यूयं प्रयात पातालं यदि जीवितुमिच्छथ॥,"“Indra must regain the three worlds, the gods must again enjoy the sacrificial oblations, and you must return to the nether world if you wish to live."
8,27,बलावलेपादथ चेद्भवन्तो युद्धकाङ्क्षिणः । तदागच्छत तृप्यन्तु मच्छिवाः पिशितेन वः॥,"But if through the conceit of strength you are desirous of battle, then come and let My jackals be satiated with your flesh!”’"
8,28,यतो नियुक्तो दौत्येन तया देव्या शिवः स्वयम् । शिवदूतीति लोकेऽस्मिंस्ततः सा ख्यातिमागता॥,"Since the Devī appointed Śiva himself as messenger, she has come to be known in this world as Śivadūtī."
8,29,तेऽपि श्रुत्वा वचो देव्याः शर्वाख्यातं महासुराः । अमर्षापूरिता जग्मुर्यत्र कात्यायनी स्थिता॥,"Hearing Śiva declare the Devī’s words, the great asuras were filled with indignation and went to where Kātyāyanī stood."
8,30,ततः प्रथममेवाग्रे शरशक्त्यृष्टिवृष्टिभिः । ववर्षुरुद्धतामर्षास्तां देवीममरारयः॥,"At the outbreak of battle, the gods’ adversaries, arrogant in their anger, rained torrents of arrows, spears, and lances upon the Devī."
8,31,सा च तान् प्रहितान् बाणाञ्छूलशक्तिपरश्वधान् । चिच्छेद लीलयाध्मातधनुर्मुक्तैर्महेषुभिः॥,"And She, with great arrows shot from Her resounding bow, playfully split asunder their hurtling arrows, lances, spears, and axes."
8,32,तस्याग्रतस्तथा काली शूलपातविदारितान् । खट्वाङ्गपोथितांश्चारीन्कुर्वती व्यचरत्तदा॥,"Kālī roamed about the battlefront, slashing Her enemies to shreds with Her spear and crushing them with Her skull-topped staff"
8,33,कमण्डलुजलाक्षेपहतवीर्यान् हतौजसः । ब्रह्माणी चाकरोच्छत्रून्येन येन स्म धावति॥,"And Brahmāṇī, wherever She went, left Her enemies sapped of strength, disabled by the holy water sprinkled from Her waterpot."
8,34,माहेश्वरी त्रिशूलेन तथा चक्रेण वैष्णवी । दैत्याञ्जघान कौमारी तथा शक्त्यातिकोपना॥,"Māheśvarī slew the daityas with Her trident; so, too, did Vaiṣṇavī with Her discus, Kaumārī with Her spear, and the wrathful"
8,35,ऐन्द्री कुलिशपातेन शतशो दैत्यदानवाः । पेतुर्विदारिताः पृथ्व्यां रुधिरौघप्रवर्षिणः॥,"Aindrī with Her thunderbolt. Daityas and dānavas, tom asunder, fell by the hundreds, discharging torrents of blood upon the earth."
8,36,तुण्डप्रहारविध्वस्ता दंष्ट्राग्रक्षतवक्षसः । वाराहमूर्त्या न्यपतंश्चक्रेण च विदारिताः॥,"They fell, scattered by blows from Vārāhī’s boarlike snout, pierced through the chest by Her tusks, and ripped apart by Her discus."
8,37,नखैर्विदारितांश्चान्यान् भक्षयन्ती महासुरान् । नारसिंही चचाराजौ नादापूर्णदिगम्बरा॥,"Nārasiṁhī, tearing other great asuras apart with Her claws and devouring them, roamed about the battlefield, filling the sky with Her roars."
8,38,चण्डाट्टहासैरसुराः शिवदूत्यभिदूषिताः । पेतुः पृथिव्यां पतितांस्तांश्चखादाथ सा तदा॥,"Dazed by Śivadūtī’s violent laughter, the asuras fell to the ground, and She devoured those fallen ones."
8,39,इति मातृगणं क्रुद्धं मर्दयन्तं महासुरान् । दृष्ट्वाभ्युपायैर्विविधैर्नेशुर्देवारिसैनिकाः॥,"When the enemy troops saw the enraged band of Mothers crushing the mighty asuras by diverse means, they fled."
8,40,पलायनपरान्दृष्ट्वा दैत्यान्मातृगणार्दितान् । योद्धुमभ्याययौ क्रुद्धो रक्तबीजो महासुरः॥,"Seeing the remaining daityas flee, tormented thus by the band of Mothers, the great asura Raktabīja went forth in anger to do battle."
8,41,रक्तबिन्दुर्यदा भूमौ पतत्यस्य शरीरतः । समुत्पतति मेदिन्यां तत्प्रमाणो महासुरः॥,"Whenever a drop of blood fell from his body to the ground, an asura of like measure would rise up from the earth."
8,42,युयुधे स गदापाणिरिन्द्रशक्त्या महासुरः । ततश्चैन्द्री स्ववज्रेण रक्तबीजमताडयत्॥,With club in hand the great asura fought with Indra’s śakti. Then Aindrī struck Raktabīja with Her thunderbolt.
8,43,कुलिशेनाहतस्याशु बहु सुस्राव शोणितम् । समुत्तस्थुस्ततो योधास्तद्रूपास्तत्पराक्रमाः॥,"Blood streamed in torrents from the stricken asura, and from that blood rose up warriors of identical form and might."
8,44,यावन्तः पतितास्तस्य शरीराद्रक्तबिन्दवः । तावन्तः पुरुषा जातास्तद्वीर्यबलविक्रमाः॥,"As many drops of blood fell from his body, so many beings of equal valor, strength, and courage arose,"
8,45,ते चापि युयुधुस्तत्र पुरुषा रक्तसम्भवाः । समं मातृभिरत्युग्रशस्त्रपातातिभीषणम्॥,"and those who sprang up from his blood battled there with the Mothers ever more fiercely, hurling the most formidable of weapons."
8,46,पुनश्च वज्रपातेन क्षतमस्य शिरो यदा । ववाह रक्तं पुरुषास्ततो जाताः सहस्रशः॥,"When the Devī’s thunderbolt struck Raktabīja’s head, blood flowed again, and from it asuras were born by the thousands"
8,47,वैष्णवी समरे चैनं चक्रेणाभिजघान ह । गदया ताडयामास ऐन्द्री तमसुरेश्वरम्॥,"In the combat Vaiṣṇavī attacked the lord of asuras with Her discus, and Aindri beat him with Her mace."
